E9PDH9	1	789120	811600	466560	0	332980	0
Q15046-2	1	0	0	0	0	0	0
Q8WUD1	1	794930	860200	572810	0	0	0
Q9UHX1	1	0	0	0	49865	0	0
E9PK25	1	5682500	5493200	5408000	3529100	2551800	2571800
O14737	1	2142100	1530400	3094400	4.57E+08	4.88E+08	4.07E+08
O43175	1	2265000	1886800	1529100	1038500	1030800	954760
O60493	1	1147000	1297900	1052200	541670	0	0
O60664	1	7368000	7247500	7819800	4234500	4447100	3112000
O75340	1	0	0	0	0	157040	0
P04632	1	7669800	7813800	9810200	3620800	3328300	3947000
P04792	1	1.16E+07	1.03E+07	7972700	6745100	6949000	5823200
P05109	1	0	0	0	0	0	0
P05198	1	797210	894290	1117400	972550	765170	668020
P05387	1	3363800	2807000	2574000	1647800	2061500	1292400
P06733	1	1099900	1034500	1206800	0	691310	662350
P07355-2	1	4.28E+07	3.99E+07	3.80E+07	1.79E+07	1.67E+07	1.73E+07
P07384	1	2894900	2823400	3425100	1045600	983840	723220
P07437	1	2.39E+07	2.53E+07	2.45E+07	7902000	7262200	9093100
P07737	1	1409100	1540700	0	866250	961770	828460
P07900-2	1	0	0	0	0	0	0
P08758	1	850110	658370	542090	320980	293530	618820
P09211	1	6221700	5749200	5390900	5594900	5155400	3979100
P09382	1	3.65E+07	3.69E+07	3.27E+07	1.91E+07	1.64E+07	1.75E+07
P09651	1	983260	981410	1005400	647380	543760	649190
P11142	1	1.28E+07	1.24E+07	1.69E+07	1.22E+07	1.05E+07	9269400
P11586	1	809000	1529900	1314500	0	565790	0
P12273	1	0	0	0	0	0	0
P13639	1	1.47E+07	1.50E+07	1.27E+07	5826900	4843900	5074400
P14174	1	0	0	0	0	0	0
P14618	1	4927700	5118500	3815900	3396500	2748800	3061500
P17987	1	236900	133650	387300	1.86E+08	1.89E+08	1.69E+08
P18206	1	2256000	2097300	1002600	356300	668020	615240
P20290	1	544720	448520	466660	0	0	341030
P22314	1	0	0	0	0	116090	0
P25398	1	1.23E+07	1.35E+07	1.59E+07	9807100	1.27E+07	8486100
Q9BUQ0	1	837270	1090600	1069100	734290	507680	547770
P30050	1	756090	613930	888850	787010	695040	545070
P31151	1	2788400	2012400	0	0	0	0
P31949	1	0	0	0	0	0	0
P35754	1	0	0	0	0	0	0
P46060	1	0	0	0	0	0	0
P48643	1	0	0	0	0	0	0
Q59H77	1	801220	838360	617780	2.21E+08	2.57E+08	2.03E+08
P50990	1	5486400	6213000	4762200	2.47E+08	2.94E+08	2.43E+08
