protid,protLen,0,0,0,1,1,1
P16104,1,-10.1748,21.57658,-11.79741,21.6756,-13.53891,21.91554
P04406,1,20.84445,20.82648,20.52258,20.91634,21.22588,20.78532
P29590,1,-10.73202,-11.98464,-10.42344,-7.477787,-14.00278,-11.96467
A5JHP3,1,21.5695,21.77989,-12.43826,21.44081,21.40561,20.8966
Q92794,1,-9.716413,-3.583641,-17.64762,-8.342788,-10.27187,-16.43587
A5YM50,1,22.25381,22.27523,22.3938,20.48886,20.20729,20.32608
Q14315,1,17.14967,-13.14418,-10.14975,-9.094846,-11.56903,-9.011176
A6NE09,1,19.60259,20.11426,19.26591,19.04354,18.54808,-15.37007
B4DUT8,1,-11.94525,-10.09451,-13.05105,-8.697504,-3.733516,-15.28478
P30044,1,19.97519,20.10917,19.06863,18.47908,18.01149,18.66837
A6NHL2,1,-12.56135,-7.988067,-13.00901,-9.405752,-14.37151,16.64005
Q8NI27,1,-18.3428,-5.515328,-11.6108,-14.80355,-7.519837,-10.10585
A8K0T9,1,-8.070804,19.27394,18.9881,-16.03139,-4.297441,-12.72701
B2R8N1,1,-6.645485,-3.159239,-6.579911,-7.806178,-10.67114,16.4076
A8K220,1,22.1986,22.38929,22.38087,21.16944,21.32592,21.29418
A8K2X8,1,21.44294,21.35676,21.02439,27.51676,27.83744,27.34908
A8K3K1,1,-8.780886,-17.22744,-11.99804,-11.46239,-9.619148,-16.34999
A8K4I2,1,20.76418,20.74993,21.21561,21.25678,21.20574,20.81245
Q99615,1,-10.2706,18.26467,-12.02999,-12.49216,-4.80777,-9.250307
B4DSZ4,1,19.52338,19.43561,19.70301,18.72341,19.21295,19.45617
A8K4Z4,1,17.82607,-15.11839,-13.71657,-9.695791,-14.91231,-20.01069
Q59EJ3,1,20.3722,19.70376,20.21916,19.89714,19.99175,20.05457
A8K5T7,1,-11.04554,-8.394851,-12.22395,-12.15968,-9.030668,-9.055989
Q59EM9,1,25.01933,25.02817,25.25324,24.37498,24.61352,24.12123
Q3ZCU9,1,-15.79622,-12.4429,-8.251936,-14.61531,-6.618255,-11.69185
Q05D08,1,19.58187,19.67385,19.48418,-9.563393,-9.759739,-13.90931
Q14240-2,1,20.29019,-3.275673,18.7028,-9.760659,-11.02793,-8.931159
Q59HD4,1,22.9206,23.02955,22.65014,21.91368,21.96141,22.22335
Q9UBL6,1,-7.090923,-13.03055,17.60074,-15.48375,-7.483465,-9.849869
Q13561-2,1,-13.29258,-11.61868,-16.22564,-11.85453,-13.5876,-8.071517
A8K9C4,1,25.19363,25.12912,24.41125,24.75903,24.928,24.59087
A8KAH7,1,-12.12438,-16.2057,-10.1214,-15.34898,-9.445698,-12.16657
A8KAY2,1,-14.53446,-13.40562,-9.063076,-17.21276,-9.328329,-8.495333
Q9H2G2,1,19.92454,-8.690648,-6.982073,-12.38774,-12.12938,-12.40572
A8MVA2,1,-10.62001,-14.80463,-5.787057,-11.14217,-9.217167,-13.77398
C9JS35,1,19.71,19.57119,19.18175,18.66716,18.48562,18.95311
A8MXP9,1,-10.82731,-4.6525,-5.913542,-11.42858,-14.86205,-13.279
C9JE52,1,21.74755,21.54628,21.21804,20.50048,20.27537,20.84805
E7EX29,1,19.81649,19.99811,19.79994,18.96002,18.55981,19.11802
Q13148-2,1,-9.201861,-8.547015,-12.34555,-4.826214,-13.71331,-14.84832
P10599,1,-10.34632,-10.56697,-11.52899,-7.476205,-12.8407,-10.40727
B2R4M6,1,-12.68759,-14.11326,-8.289717,-8.96431,-9.109454,-6.145557
B2R4P2,1,21.84219,21.74086,20.95865,21.18707,-9.354398,20.667
E9PAV3,1,19.63336,19.85194,19.99189,19.41607,19.86116,-11.03913
B2R4R0,1,-9.551398,20.73513,20.94528,20.9234,21.9374,20.9102
B2R4R9,1,21.36335,21.36608,21.48094,21.57768,20.64262,21.08868
B2R4U3,1,19.57873,19.47781,18.81994,17.99722,17.64934,-9.015995
B2R679,1,23.11618,22.90564,22.8795,22.50913,22.308,22.55194
B2R9K8,1,20.17597,19.99272,19.95603,27.8846,27.92388,27.62659
B2R9U2,1,-9.570673,-6.285736,-13.28069,-15.74234,-14.50727,-8.327213
B2RBR9,1,18.6568,18.27653,-14.11772,17.96002,17.45282,-8.417989
P10809,1,23.93454,23.96402,23.99136,23.44468,23.2764,23.46376
B3KM68,1,19.31358,19.20125,18.97396,-10.97263,-12.16192,-8.993392
B3KNA8,1,-10.32378,-6.598993,-9.45362,-9.234979,-9.904229,-11.74547
B3KUH0,1,17.05801,17.9016,-8.524639,-8.500674,-3.22365,-6.724072
B3KW39,1,-11.1052,-5.320193,-13.60777,-17.3987,-9.64648,-16.14916
E9PDP1,1,19.56744,19.48564,19.48156,18.37105,18.27362,18.7264
P04350,1,-7.801593,18.33136,19.15247,-12.86542,-12.8622,-7.263447
P32119,1,-12.16686,-14.48203,-12.85298,-9.178046,-6.847968,-9.206059
Q15417,1,19.49717,19.00306,18.5068,-14.06474,18.66171,19.17767
P08238,1,21.50896,21.49892,21.6747,20.74041,19.85345,20.78987
D3DPU2,1,21.6832,21.56025,21.57261,21.13871,20.94027,21.01004
Q53FR9,1,-9.596016,18.24776,-7.699231,-10.7063,-10.17703,-13.45574
P61086,1,-8.994216,-12.62541,-5.835931,-8.976171,-7.628281,18.02702
P17812,1,-9.063957,-10.08892,-11.26493,-11.47813,-11.13477,-11.11889
P27348,1,19.05931,-10.64312,-10.56383,-12.3908,-13.77153,18.07608
B5ME63,1,-5.391627,-9.045222,-8.187441,-9.703869,-6.676554,-10.21431
Q53G16,1,18.80146,-7.213804,-17.52335,-18.3976,-7.410078,-11.72704
E9PCF5,1,21.01536,20.88487,20.59596,20.02188,20.60991,19.93848
Q14103,1,20.51768,20.62819,20.17207,19.77349,19.95844,20.11032
D3DUS9,1,-16.60061,-14.39932,-4.663856,-12.01406,-10.43254,-10.70853
B4DVC9,1,-11.77196,-11.17168,-13.04863,-9.582706,-7.318869,-9.827092
B4DVM6,1,-10.26627,-7.581007,-12.44136,-6.40343,-8.491237,-14.16292
P25685,1,-11.34094,-5.602256,-9.866002,18.82448,-9.522322,-15.38411
Q15785,1,19.30108,19.34886,19.13508,-9.882145,-16.95849,-14.1251
B4DZF2,1,-8.065076,17.53374,-10.82608,-12.04515,-10.95889,-7.42203
Q9Y371-2,1,-2.551314,-7.276527,-7.441837,-14.31029,-7.28746,-5.179357
Q7L2H7,1,-18.53351,-11.51614,-5.415677,-9.540758,-12.45726,-12.29454
P28066,1,-12.5564,-11.23456,16.1719,-2.304186,-14.18422,-8.240927
B5BTY7,1,21.85148,22.03671,21.9407,27.39942,27.44932,27.54694
B5BU32,1,-9.703285,-11.10878,-5.453605,-10.84511,-14.27154,-10.94397
B5BU38,1,21.04059,20.88502,20.86439,18.36158,18.94135,-5.979648
Q8N6T3-2,1,-13.99549,-8.407551,-16.42668,-19.41523,-9.075064,-11.88774
E7EQR4,1,18.95923,18.9798,18.53069,-10.52651,-8.912332,-9.177257
B7Z6F8,1,18.82886,-11.39138,-12.08519,-10.61272,-11.67442,-12.33422
B7Z7B4,1,-7.253488,-5.818954,-8.674658,-14.79778,-15.08503,-3.245746
Q9NVD7,1,-9.460929,-11.15873,-13.67356,-9.492962,-9.836108,-10.73004
E9PAN3,1,19.20557,19.4868,20.23911,-11.12252,19.54538,19.36602
B7ZLS9,1,-10.23098,-7.656287,-15.66482,-7.089435,-11.6862,-11.56794
P22626,1,20.31274,20.01522,18.98151,19.64375,20.24098,19.74498
C7DJS2,1,-9.09039,-9.746332,-8.25273,-8.557491,-10.93754,-12.68969
Q15942,1,-5.137085,-16.57598,-10.65647,-10.01639,-11.41379,-9.139287
Q9BUL8,1,-12.56861,-10.74126,-15.59777,-9.194325,-18.0781,-12.45802
E9PC16,1,-8.375236,-13.61158,-13.66537,-13.72985,-15.36838,-10.02013
P18085,1,22.84364,22.81016,22.56813,22.2741,21.73719,22.17618
P12318,1,-7.90622,-12.38811,-9.112876,-14.60927,-12.606,-11.54659
D3DQ70,1,-12.37386,-7.763814,-17.1609,-5.07688,-8.629203,17.46786
Q53F37,1,-11.62784,-16.65691,-6.061913,-5.856223,-15.07747,-7.221815
D6W4Z6,1,20.38669,20.38943,20.23421,19.6097,19.409,20.2207
P15924,1,-11.81575,-7.070099,-7.363226,-11.95,-11.31104,-17.99143
E2QRA8,1,-7.995414,-16.69051,-8.861359,-12.35387,-12.14096,-13.73487
E5KN55,1,-9.400893,-15.53695,-13.06128,-7.844266,-9.440896,-12.51987
E7ETK2,1,-10.23681,-14.38528,-12.5036,-14.72107,-11.06173,-10.3476
Q8TAT6-2,1,19.63839,20.18386,18.57186,18.21062,-7.802406,-8.940275
Q9H0U4,1,23.89208,23.98198,23.74273,22.67282,22.63962,22.37263
E9KL23,1,20.19039,-9.17988,-6.633758,19.48016,-15.74496,-9.44243
E9KL35,1,22.7494,22.82188,23.23513,22.19403,22.20735,22.10246
E9KL39,1,23.27056,23.22121,23.03547,22.45749,21.99016,22.59855
P37235,1,-8.352623,-11.10304,-14.12968,-10.86768,-14.73029,16.22893
E9PDH9,1,19.58989,19.63041,18.8317,-14.70538,18.34508,-13.57689
Q15046-2,1,-17.06647,-9.663883,-7.353502,-19.01993,-11.58113,-13.88716
Q8WUD1,1,19.60047,19.71431,19.1277,-16.13877,-13.25272,-12.06157
Q9UHX1,1,-15.87114,-10.66053,-9.407564,15.60574,-18.49609,-22.69006
